ID,T_NEA,T_NEB,T_NEC,T_SEA,T_SEB,T_SEC,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,foldChange,log10padj,NL_SL,NL_SL_foldChange,NL_SL_padj,NX_SX,NX_SX_foldChange,NX_SX_padj
WBGene00004906,8.22565604392405,18.6257883392082,22.4431958779286,43.1882159879743,78.9920789761731,86.7718992687182,43.0411390823211,2.07847415501238,0.556531904680174,13.4610851686235,0.0002435628424957,0.0008350071402476,4.2236027684158,3.07830981079554,True,6.01342824105664,8.699749456785309e-11,True,4.76663203142588,5.10628465117111e-05
WBGene00004907,0.0,3.99124035840176,6.83053787589131,16.7464510973778,40.2555787090113,39.3687320756221,17.8654233527174,3.12572598122817,0.904905886733696,11.516934755183,0.0006896501482877,0.0018714287435554,8.72845301730439,2.72782670441375,True,13.0421610862655,5.50473241175112e-05,True,20.5245266037146,1.41663853755083e-05
WBGene00004908,215.042150862586,315.307988313739,433.251259556535,498.867964269254,837.77176067999,885.394749945624,530.939312271288,1.20466190301174,0.412231592811247,8.31843277167332,0.0039244765904912,0.007871037759497,2.30483249056219,2.10396800417068,True,2.76452899607946,9.07771014747124e-16,True,2.24596932505201,0.000848654241694
WBGene00004909,7.05056232336347,3.99124035840176,27.3221515035652,74.9183338566901,129.121667557206,155.064597767246,66.2447588944122,3.19843127740347,0.735487876386106,16.8634259719268,4.01681742934219e-05,0.0002207273525256,9.17959992150193,3.65614384574689,True,11.0677252179937,1.12262030090983e-07,True,29.7194374559796,1.55347291231304e-14
WBGene00004910,66.9803420719529,85.1464609792374,80.0148722604411,112.818196866545,249.88840368424,263.529471853144,143.062957952593,1.43283232364386,0.438864476861064,10.3304243923015,0.0013085511449433,0.0031385366879935,2.69976217378918,2.50327279028872,True,2.10942914695795,0.0077874314474323,True,2.53669570620571,0.0012343948976915
WBGene00004911,35.2528116168173,30.5995094144135,36.1042716297112,59.934667085352,76.7134613133989,103.644213015413,57.0414890125177,1.23470894989379,0.390942526047347,9.89250822606328,0.0016595301315748,0.0038242934700799,2.35333866268385,2.41744878806279,False,,,True,2.20742205028738,0.0017161690747601
WBGene00004924,287.897961537342,383.159074406568,442.033379682681,557.039847028566,796.756642750054,913.515272856783,563.400363043666,1.02606740405539,0.334854844763941,9.21472578855335,0.0024007616749624,0.0052131230592059,2.03646554287264,2.28290202314448,False,,,True,2.43747710366798,0.0008489805932124
WBGene00004932,63.4550609102712,70.511912998431,81.9664545106957,200.957413168533,182.289413021938,183.988564190152,130.52813646667,1.3893102891277,0.267275312254514,26.6886714946899,2.39018761385412e-07,4.45857825386084e-06,2.61953418460807,5.35080360652089,True,2.25359334764453,0.0013366365466629,True,3.69992899087074,1.36305054085823e-06
WBGene00004933,195.065557613056,212.866152448094,152.223415519863,445.984434488061,401.036708648264,337.446274933904,290.770423941874,1.08275261525434,0.27811463543147,14.879441941949,0.0001146051788188,0.0004743640598949,2.11807344361854,3.32388822263827,False,,,False,,
WBGene00004944,11.7509372056058,17.2953748864076,29.2737337538199,43.1882159879743,51.6486670228824,61.8651504045491,35.8370132102065,1.41192519400441,0.497448896007056,7.99178374569961,0.004699009758172,0.0091761613964957,2.66092010571262,2.03733895637629,False,,,False,,
WBGene00004949,133.960684143906,162.310441241671,159.053953395755,262.654864579925,317.487394346542,400.1148688502,239.263701093,1.10665108725154,0.293651877145752,13.9529820771531,0.0001874400845815,0.0006850990305096,2.15345188161372,3.16424664705458,False,,,False,,
WBGene00004950,22.326780690651,15.964961433607,20.4916136276739,41.4254316619345,60.7631376739793,56.2410458223173,36.2021618183605,1.42638190054748,0.420580655091939,11.5305112733005,0.0006846318276871,0.0018611275147008,2.68771823201221,2.7302238702686,False,,,True,3.32343016818867,0.0029255486343398
WBGene00004958,14.1011246467269,19.9562017920088,77.0874988850591,169.227295299818,255.205178230713,337.446274933904,145.503928964705,2.76711813370549,0.698361016044989,14.0058052285108,0.000182247087646,0.0006700660590778,6.80746723618366,3.17388237986815,True,13.1483410910845,1.34555752645673e-39,True,11.2774699431311,5.98563596580626e-17
WBGene00004960,115.159184614937,127.719691468856,147.344459894227,263.536256742945,248.36932524239,312.539526069735,202.444740672182,1.0769992867886,0.263010174263177,16.5470168530185,4.74585865358529e-05,0.0002491315521974,2.10964359121146,3.60357126613078,True,3.81739538602084,9.411823481906761e-19,False,,
WBGene00004962,1.17509372056058,1.33041345280059,27.3221515035652,104.885667399366,197.480197440433,171.936911513942,84.0217391717778,3.96355801059713,1.03509976966981,12.0494407580494,0.0005180791980704,0.0014933578272348,15.6009071004726,2.82583611740968,True,16.7452665548731,4.34068721940766e-13,True,35.1738276486481,1.63421726710612e-14
